order_id,customer_id,order_date,category,product_name,region,payment_method,quantity,unit_price,discount_pct,revenue,order_status,rating,delivery_days
ORD000038,CUST01913,2023-01-01 09:48:41.026420,Beauty,Beauty Product 13,East,Credit Card,5,1912.78,0,9563.9,Delivered,4.9,12
ORD000039,CUST12492,2023-01-01 10:09:42.491649,Electronics,Electronics Product 89,South,Debit Card,2,69005.7,5,131110.83,Delivered,3.9,4
ORD000040,CUST04810,2023-01-01 10:30:43.956879,Grocery,Grocery Product 20,North,Debit Card,4,1175.84,5,4468.19,Delivered,4.9,4
ORD000041,CUST08280,2023-01-01 12:36:52.748254,Beauty,Beauty Product 93,Central,COD,1,2158.03,25,1618.52,Delivered,1.4,13
ORD000042,CUST04636,2023-01-01 12:36:52.748254,Clothing,Clothing Product 40,North,Credit Card,2,419.96,20,671.94,Delivered,1.8,5
ORD000043,CUST02560,2023-01-01 12:36:52.748254,Grocery,Grocery Product 5,West,Debit Card,3,494.4,20,1186.56,Cancelled,2.3,9
ORD000044,CUST06858,2023-01-01 12:57:54.213484,Electronics,Electronics Product 26,Central,Net Banking,3,23506.34,0,70519.02,Delivered,3.3,2
ORD000045,CUST10643,2023-01-01 12:57:54.213484,Home & Kitchen,Home & Kitchen Product 55,Central,Net Banking,4,1472.94,5,5597.17,Delivered,4.4,12
ORD000046,CUST09201,2023-01-01 12:57:54.213484,Toys,Toys Product 4,West,UPI,4,1084.61,0,4338.44,Delivered,4.6,10
ORD000047,CUST09902,2023-01-01 12:57:54.213484,Toys,Toys Product 16,South,UPI,1,583.81,5,554.62,Delivered,2.8,7
ORD000048,CUST08328,2023-01-01 14:43:01.539630,Clothing,Clothing Product 24,West,UPI,2,1534.27,0,3068.54,Delivered,1.3,1
ORD000049,CUST09017,2023-01-01 15:04:03.004860,Clothing,Clothing Product 61,South,COD,3,3251.29,0,9753.87,Returned,1.5,1
ORD000050,CUST11931,2023-01-01 15:46:05.935318,Books,Books Product 83,North,Debit Card,1,610.77,10,549.69,Cancelled,2.8,5
ORD000051,CUST00578,2023-01-01 16:07:07.400548,Sports,Sports Product 68,West,Credit Card,1,3953.74,15,3360.68,Delivered,2.7,3
ORD000052,CUST14541,2023-01-01 16:49:10.331006,Grocery,Grocery Product 24,East,Debit Card,3,458.54,10,1238.06,Delivered,1.4,14
ORD000053,CUST07975,2023-01-01 16:49:10.331006,Clothing,Clothing Product 59,Central,COD,2,1481.49,0,2962.98,Delivered,3.9,13
ORD000054,CUST07231,2023-01-01 17:31:13.261465,Toys,Toys Product 1,West,Credit Card,5,3759.29,0,18796.45,Delivered,3.9,11
ORD000055,CUST05882,2023-01-01 17:52:14.726694,Electronics,Electronics Product 77,South,UPI,4,52018.81,20,166460.19,Delivered,3.3,1
ORD000056,CUST07803,2023-01-01 17:52:14.726694,Home & Kitchen,Home & Kitchen Product 14,South,COD,2,9254.23,10,16657.61,Delivered,1.2,6
ORD000057,CUST14225,2023-01-01 17:52:14.726694,Electronics,Electronics Product 63,West,COD,5,14105.52,0,70527.6,Pending,2.0,1
ORD000058,CUST10381,2023-01-01 19:16:20.587611,Toys,Toys Product 55,Central,Credit Card,5,2970.68,0,14853.4,Returned,4.9,7
ORD000059,CUST04683,2023-01-01 19:16:20.587611,Electronics,Electronics Product 6,East,Debit Card,3,13490.5,15,34400.78,Delivered,3.2,1
ORD000060,CUST07164,2023-01-01 19:37:22.052841,Home & Kitchen,Home & Kitchen Product 22,West,UPI,5,5877.99,15,24981.46,Delivered,2.0,14
ORD000061,CUST12996,2023-01-01 19:37:22.052841,Grocery,Grocery Product 88,East,Credit Card,4,1979.57,15,6730.54,Delivered,2.4,13
ORD000062,CUST05645,2023-01-01 19:37:22.052841,Beauty,Beauty Product 33,Central,Net Banking,1,1974.0,0,1974.0,Returned,1.1,4
ORD000063,CUST08678,2023-01-01 19:58:23.518070,Books,Books Product 2,North,UPI,2,879.73,10,1583.51,Pending,3.1,10
ORD000064,CUST05551,2023-01-01 20:19:24.983299,Toys,Toys Product 17,South,Credit Card,4,2801.53,10,10085.51,Delivered,3.8,7
ORD000065,CUST11088,2023-01-01 20:40:26.448528,Sports,Sports Product 89,North,UPI,5,8491.38,10,38211.21,Delivered,1.5,3
ORD000066,CUST12286,2023-01-01 20:40:26.448528,Grocery,Grocery Product 52,East,Credit Card,1,1563.2,20,1250.56,Delivered,3.3,14
ORD000067,CUST07193,2023-01-01 20:40:26.448528,Toys,Toys Product 31,Central,Net Banking,1,1070.38,0,1070.38,Delivered,2.2,6
ORD000068,CUST08998,2023-01-01 21:01:27.913758,Clothing,Clothing Product 89,West,COD,5,354.08,0,1770.4,Delivered,3.0,1
ORD000069,CUST06091,2023-01-01 21:01:27.913758,Sports,Sports Product 42,East,UPI,4,3428.35,0,13713.4,Delivered,4.7,7
ORD000070,CUST06464,2023-01-01 22:04:32.309446,Books,Books Product 99,North,Net Banking,5,474.84,0,2374.2,Delivered,3.4,4
ORD000071,CUST13461,2023-01-01 22:25:33.774675,Beauty,Beauty Product 55,Central,Net Banking,2,751.3,15,1277.21,Cancelled,4.6,7
ORD000072,CUST04904,2023-01-01 22:46:35.239904,Home & Kitchen,Home & Kitchen Product 71,Central,Credit Card,1,14160.77,0,14160.77,Pending,3.2,7
ORD000073,CUST06008,2023-01-01 23:07:36.705134,Sports,Sports Product 70,South,Net Banking,3,8813.13,5,25117.42,Delivered,2.8,14
ORD000074,CUST01438,2023-01-01 23:07:36.705134,Toys,Toys Product 59,South,Debit Card,1,1395.78,20,1116.62,Delivered,1.8,6
ORD000075,CUST12710,2023-01-01 23:28:38.170363,Electronics,Electronics Product 76,East,Net Banking,5,52607.37,20,210429.48,Delivered,2.2,4
ORD000076,CUST11396,2023-01-01 23:28:38.170363,Clothing,Clothing Product 48,South,COD,5,2099.03,5,9970.39,Delivered,4.1,6
ORD000077,CUST09532,2023-01-01 23:49:39.635592,Clothing,Clothing Product 44,Central,Net Banking,3,4589.83,10,12392.54,Delivered,4.0,13
ORD000078,CUST02941,2023-01-01 23:49:39.635592,Beauty,Beauty Product 21,East,Debit Card,3,1457.73,0,4373.19,Delivered,3.7,10
ORD000079,CUST04539,2023-01-02 01:34:46.961739,Books,Books Product 74,North,COD,1,470.83,0,470.83,Delivered,1.2,12
ORD000080,CUST02254,2023-01-02 01:34:46.961739,Books,Books Product 76,South,Credit Card,5,445.28,15,1892.44,Returned,4.8,9
ORD000081,CUST07348,2023-01-02 01:55:48.426968,Grocery,Grocery Product 13,Central,Debit Card,1,1144.67,0,1144.67,Delivered,2.6,3
ORD000082,CUST09304,2023-01-02 02:37:51.357427,Home & Kitchen,Home & Kitchen Product 5,South,UPI,4,4162.3,20,13319.36,Cancelled,1.5,4
ORD000083,CUST03967,2023-01-02 02:37:51.357427,Books,Books Product 8,West,COD,5,918.42,5,4362.49,Delivered,4.5,8
ORD000084,CUST04348,2023-01-02 02:58:52.822656,Sports,Sports Product 52,West,Credit Card,1,9019.1,0,9019.1,Delivered,4.7,10
ORD000085,CUST06323,2023-01-02 03:19:54.287885,Clothing,Clothing Product 18,Central,Credit Card,5,2117.12,10,9527.04,Returned,2.5,3
ORD000086,CUST08818,2023-01-02 03:40:55.753115,Home & Kitchen,Home & Kitchen Product 77,East,COD,5,3524.02,30,12334.07,Delivered,1.8,4
ORD000087,CUST11165,2023-01-02 03:40:55.753115,Toys,Toys Product 9,Central,Credit Card,2,3990.64,15,6784.09,Delivered,1.6,2
ORD000088,CUST02088,2023-01-02 04:22:58.683573,Books,Books Product 55,East,Debit Card,1,813.34,15,691.34,Delivered,4.5,8
ORD000089,CUST13885,2023-01-02 04:44:00.148802,Electronics,Electronics Product 77,West,Credit Card,5,7727.3,5,36704.67,Delivered,1.9,6
ORD000090,CUST10691,2023-01-02 04:44:00.148802,Clothing,Clothing Product 56,North,Credit Card,3,426.16,10,1150.63,Delivered,1.5,8
ORD000091,CUST10108,2023-01-02 05:26:03.079261,Home & Kitchen,Home & Kitchen Product 62,East,COD,3,1911.84,20,4588.42,Returned,2.7,2
ORD000092,CUST10952,2023-01-02 05:26:03.079261,Clothing,Clothing Product 6,Central,COD,2,3211.74,0,6423.48,Delivered,4.9,6
ORD000093,CUST09167,2023-01-02 06:29:07.474949,Sports,Sports Product 69,East,UPI,5,8003.96,0,40019.8,Delivered,1.9,8
ORD000094,CUST05951,2023-01-02 07:11:10.405408,Beauty,Beauty Product 25,Central,Net Banking,1,1353.16,15,1150.19,Delivered,4.7,10
ORD000095,CUST01495,2023-01-02 07:32:11.870637,Books,Books Product 19,South,COD,1,188.94,0,188.94,Delivered,4.5,13
ORD000096,CUST06530,2023-01-02 07:53:13.335866,Beauty,Beauty Product 30,Central,COD,3,1237.61,30,2598.98,Delivered,4.1,10
ORD000097,CUST05667,2023-01-02 08:14:14.801096,Toys,Toys Product 70,South,Credit Card,4,3985.26,30,11158.73,Delivered,4.7,1
ORD000098,CUST02366,2023-01-02 08:35:16.266325,Books,Books Product 59,South,COD,5,840.76,10,3783.42,Delivered,2.3,10
ORD000099,CUST03008,2023-01-02 08:35:16.266325,Books,Books Product 71,North,COD,2,1459.51,10,2627.12,Delivered,4.2,9
ORD000100,CUST10929,2023-01-02 08:56:17.731554,Grocery,Grocery Product 17,West,Net Banking,2,1728.52,0,3457.04,Delivered,2.2,9
ORD000101,CUST08543,2023-01-02 09:38:20.662013,Grocery,Grocery Product 46,East,UPI,5,72.39,10,325.76,Pending,4.2,6
ORD000102,CUST08037,2023-01-02 09:59:22.127242,Toys,Toys Product 1,West,Credit Card,5,2938.74,0,14693.7,Cancelled,1.3,4
ORD000103,CUST14498,2023-01-02 09:59:22.127242,Electronics,Electronics Product 71,Central,Credit Card,2,54695.97,25,82043.96,Returned,4.3,10
ORD000104,CUST03405,2023-01-02 10:41:25.057701,Sports,Sports Product 25,West,Debit Card,2,5554.92,0,11109.84,Delivered,4.8,3
ORD000105,CUST05346,2023-01-02 11:02:26.522930,Grocery,Grocery Product 87,West,Debit Card,1,570.31,0,570.31,Delivered,1.8,11
ORD000106,CUST01768,2023-01-02 11:44:29.453389,Electronics,Electronics Product 38,West,Credit Card,2,51456.46,15,87475.98,Delivered,1.8,9
ORD000107,CUST01417,2023-01-02 12:26:32.383847,Toys,Toys Product 5,East,Credit Card,3,623.9,0,1871.7,Delivered,4.0,4
ORD000108,CUST09024,2023-01-02 12:47:33.849076,Sports,Sports Product 100,Central,Debit Card,2,4573.75,10,8232.75,Delivered,1.1,4
ORD000109,CUST07651,2023-01-02 12:47:33.849076,Sports,Sports Product 7,North,Credit Card,2,4755.75,15,8084.78,Delivered,1.4,7
ORD000110,CUST07874,2023-01-02 12:47:33.849076,Toys,Toys Product 11,South,Net Banking,3,3824.5,0,11473.5,Delivered,2.5,9
ORD000111,CUST08689,2023-01-02 13:08:35.314306,Sports,Sports Product 61,Central,Net Banking,3,8808.19,0,26424.57,Cancelled,1.1,10
ORD000112,CUST06444,2023-01-02 13:08:35.314306,Books,Books Product 6,North,Net Banking,5,468.74,0,2343.7,Delivered,3.5,3
ORD000113,CUST03941,2023-01-02 14:53:42.640452,Grocery,Grocery Product 40,North,COD,2,1026.14,10,1847.05,Delivered,4.4,12
ORD000114,CUST04254,2023-01-02 15:14:44.105682,Toys,Toys Product 58,North,COD,3,878.88,15,2241.14,Pending,1.1,8
ORD000115,CUST10274,2023-01-02 15:35:45.570911,Books,Books Product 52,East,Net Banking,1,1377.68,20,1102.14,Delivered,2.2,3
ORD000116,CUST01114,2023-01-02 16:17:48.501370,Grocery,Grocery Product 37,North,UPI,4,1747.51,0,6990.04,Delivered,3.4,4
ORD000117,CUST04485,2023-01-02 16:59:51.431828,Grocery,Grocery Product 6,North,Credit Card,3,631.97,10,1706.32,Delivered,2.3,10
ORD000118,CUST04664,2023-01-02 17:20:52.897057,Books,Books Product 2,Central,Net Banking,4,994.53,20,3182.5,Delivered,1.8,2
ORD000119,CUST09172,2023-01-02 18:23:57.292745,Grocery,Grocery Product 32,North,Credit Card,2,1237.49,0,2474.98,Delivered,3.1,5
ORD000120,CUST14783,2023-01-02 18:23:57.292745,Electronics,Electronics Product 84,South,UPI,1,12650.72,0,12650.72,Delivered,1.1,6
ORD000121,CUST07839,2023-01-02 18:44:58.757975,Home & Kitchen,Home & Kitchen Product 72,Central,UPI,1,11508.91,0,11508.91,Delivered,4.3,2
ORD000122,CUST10898,2023-01-02 19:06:00.223204,Beauty,Beauty Product 12,West,UPI,5,1687.23,25,6327.11,Delivered,1.5,7
ORD000123,CUST07950,2023-01-02 19:48:03.153663,Toys,Toys Product 49,South,Debit Card,5,3158.78,5,15004.2,Delivered,1.9,9
ORD000124,CUST07231,2023-01-02 19:48:03.153663,Toys,Toys Product 7,North,UPI,2,2215.34,0,4430.68,Delivered,1.2,11
ORD000125,CUST04925,2023-01-02 19:48:03.153663,Toys,Toys Product 49,North,UPI,3,202.17,30,424.56,Delivered,2.9,2
ORD000126,CUST07290,2023-01-02 19:48:03.153663,Sports,Sports Product 4,Central,Net Banking,1,3511.9,30,2458.33,Delivered,3.7,1
ORD000127,CUST06678,2023-01-02 20:09:04.618892,Toys,Toys Product 25,West,UPI,2,274.01,5,520.62,Delivered,3.8,1
ORD000128,CUST12740,2023-01-02 21:12:09.014580,Toys,Toys Product 19,North,Credit Card,2,3730.57,0,7461.14,Delivered,5.0,14
ORD000129,CUST03225,2023-01-02 21:12:09.014580,Electronics,Electronics Product 53,West,Net Banking,3,70358.39,15,179413.89,Delivered,3.9,13
ORD000130,CUST09572,2023-01-02 21:54:11.945038,Books,Books Product 12,East,Debit Card,1,1264.33,0,1264.33,Cancelled,2.3,7
ORD000131,CUST07304,2023-01-02 22:15:13.410268,Beauty,Beauty Product 24,South,COD,1,1026.42,10,923.78,Delivered,3.8,13
ORD000132,CUST10797,2023-01-02 22:15:13.410268,Books,Books Product 33,South,COD,1,181.1,15,153.94,Delivered,2.4,9
ORD000133,CUST11814,2023-01-02 22:36:14.875497,Home & Kitchen,Home & Kitchen Product 34,South,Debit Card,5,13206.74,0,66033.7,Returned,3.3,11
ORD000134,CUST01268,2023-01-02 22:57:16.340726,Books,Books Product 25,Central,Debit Card,1,1425.73,25,1069.3,Delivered,4.8,1
ORD000135,CUST00299,2023-01-02 23:18:17.805956,Sports,Sports Product 29,South,Credit Card,4,1222.27,30,3422.36,Delivered,2.9,12
ORD000136,CUST03167,2023-01-02 23:39:19.271185,Clothing,Clothing Product 58,North,UPI,3,2532.75,5,7218.34,Returned,3.3,5
ORD000137,CUST01103,2023-01-03 00:21:22.201644,Grocery,Grocery Product 40,West,COD,1,184.96,30,129.47,Pending,4.9,7
ORD000138,CUST08584,2023-01-03 00:42:23.666873,Toys,Toys Product 73,East,UPI,3,3090.29,0,9270.87,Delivered,1.6,7
ORD000139,CUST08797,2023-01-03 01:24:26.597331,Beauty,Beauty Product 45,North,COD,3,2332.63,20,5598.31,Delivered,4.9,14
ORD000140,CUST07190,2023-01-03 01:24:26.597331,Toys,Toys Product 54,East,COD,4,687.89,15,2338.83,Delivered,4.3,4
ORD000141,CUST13969,2023-01-03 02:06:29.527790,Books,Books Product 65,North,Net Banking,1,765.4,0,765.4,Delivered,2.8,4
ORD000142,CUST12715,2023-01-03 02:06:29.527790,Grocery,Grocery Product 66,Central,Credit Card,3,1122.12,0,3366.36,Delivered,2.9,12
ORD000143,CUST13443,2023-01-03 02:48:32.458249,Home & Kitchen,Home & Kitchen Product 73,East,Net Banking,1,4196.33,5,3986.51,Delivered,1.4,1
ORD000144,CUST02934,2023-01-03 02:48:32.458249,Beauty,Beauty Product 56,West,Credit Card,4,2636.43,0,10545.72,Returned,2.3,4
ORD000145,CUST08148,2023-01-03 02:48:32.458249,Clothing,Clothing Product 65,Central,Net Banking,5,2231.06,25,8366.47,Delivered,4.3,1
ORD000146,CUST07971,2023-01-03 02:48:32.458249,Beauty,Beauty Product 22,South,COD,5,753.62,0,3768.1,Delivered,2.4,7
ORD000147,CUST14315,2023-01-03 03:09:33.923478,Grocery,Grocery Product 62,Central,Credit Card,5,1101.63,25,4131.11,Delivered,1.5,1
ORD000148,CUST09315,2023-01-03 03:51:36.853937,Grocery,Grocery Product 29,West,COD,5,1473.37,5,6998.51,Pending,3.7,12
ORD000149,CUST06852,2023-01-03 03:51:36.853937,Toys,Toys Product 33,East,Credit Card,2,964.37,0,1928.74,Delivered,3.4,3
ORD000150,CUST00898,2023-01-03 04:54:41.249624,Toys,Toys Product 62,Central,Debit Card,3,1384.52,5,3945.88,Cancelled,4.3,9
ORD000151,CUST14335,2023-01-03 05:36:44.180083,Sports,Sports Product 6,South,Net Banking,2,9953.43,10,17916.17,Returned,2.1,12
ORD000152,CUST06715,2023-01-03 05:36:44.180083,Sports,Sports Product 57,West,Credit Card,1,6638.83,10,5974.95,Delivered,4.0,3
ORD000153,CUST10935,2023-01-03 05:57:45.645312,Sports,Sports Product 18,South,Debit Card,5,4605.76,5,21877.36,Delivered,1.1,4
ORD000154,CUST08837,2023-01-03 06:18:47.110542,Home & Kitchen,Home & Kitchen Product 37,West,Debit Card,1,7908.36,20,6326.69,Delivered,2.6,13
ORD000155,CUST08283,2023-01-03 07:00:50.041000,Clothing,Clothing Product 56,North,UPI,4,780.82,30,2186.3,Pending,3.8,9
ORD000156,CUST13019,2023-01-03 07:42:52.971459,Sports,Sports Product 24,North,UPI,3,2557.09,0,7671.27,Delivered,3.2,12
ORD000157,CUST08552,2023-01-03 07:42:52.971459,Toys,Toys Product 43,East,Debit Card,4,1484.73,10,5345.03,Delivered,3.7,4
ORD000158,CUST10976,2023-01-03 07:42:52.971459,Books,Books Product 80,North,Debit Card,3,923.63,5,2632.35,Delivered,2.2,1
ORD000159,CUST06259,2023-01-03 08:03:54.436688,Clothing,Clothing Product 78,South,Credit Card,4,1304.55,15,4435.47,Delivered,1.9,9
ORD000160,CUST07178,2023-01-03 08:03:54.436688,Sports,Sports Product 75,North,Credit Card,4,2514.09,10,9050.72,Delivered,4.5,12
ORD000161,CUST10939,2023-01-03 08:03:54.436688,Grocery,Grocery Product 63,West,Debit Card,3,188.44,0,565.32,Returned,1.8,3
ORD000162,CUST11708,2023-01-03 08:24:55.901918,Clothing,Clothing Product 75,Central,UPI,1,3229.29,10,2906.36,Delivered,3.5,14
ORD000163,CUST12825,2023-01-03 08:24:55.901918,Beauty,Beauty Product 67,Central,Debit Card,4,802.48,15,2728.43,Delivered,1.7,2
ORD000164,CUST04633,2023-01-03 08:45:57.367147,Books,Books Product 73,North,Debit Card,3,1367.59,15,3487.35,Delivered,3.6,10
ORD000165,CUST11968,2023-01-03 09:06:58.832376,Electronics,Electronics Product 55,West,Net Banking,3,68841.01,20,165218.42,Returned,1.7,13
ORD000166,CUST02863,2023-01-03 09:06:58.832376,Sports,Sports Product 68,South,Debit Card,4,1080.23,25,3240.69,Delivered,1.2,13
ORD000167,CUST00151,2023-01-03 09:28:00.297605,Grocery,Grocery Product 54,West,Net Banking,1,514.11,0,514.11,Returned,4.7,10
ORD000168,CUST05416,2023-01-03 09:28:00.297605,Books,Books Product 17,East,Credit Card,5,1036.57,15,4405.42,Delivered,1.0,2
ORD000169,CUST11241,2023-01-03 09:49:01.762835,Grocery,Grocery Product 8,South,Debit Card,2,467.76,10,841.97,Delivered,2.5,8
ORD000170,CUST11517,2023-01-03 10:10:03.228064,Home & Kitchen,Home & Kitchen Product 44,South,Debit Card,5,2244.98,20,8979.92,Delivered,3.0,4
ORD000171,CUST00499,2023-01-03 10:10:03.228064,Beauty,Beauty Product 85,South,Debit Card,4,2816.22,0,11264.88,Delivered,1.0,1
ORD000172,CUST10891,2023-01-03 10:52:06.158523,Sports,Sports Product 43,South,COD,4,5882.01,5,22351.64,Delivered,2.7,3
ORD000173,CUST13444,2023-01-03 10:52:06.158523,Electronics,Electronics Product 4,South,COD,3,38077.35,5,108520.45,Delivered,1.2,2
ORD000174,CUST13785,2023-01-03 11:13:07.623752,Grocery,Grocery Product 49,West,Credit Card,1,1580.01,15,1343.01,Cancelled,4.0,11
ORD000175,CUST05316,2023-01-03 11:13:07.623752,Beauty,Beauty Product 62,Central,UPI,1,2451.37,5,2328.8,Returned,4.3,11
ORD000176,CUST07712,2023-01-03 11:55:10.554211,Books,Books Product 18,East,Credit Card,4,366.57,5,1392.97,Returned,1.5,12
ORD000177,CUST08766,2023-01-03 12:16:12.019440,Beauty,Beauty Product 66,West,Credit Card,1,426.25,5,404.94,Delivered,1.6,12
ORD000178,CUST04851,2023-01-03 12:58:14.949898,Books,Books Product 17,West,COD,2,703.47,20,1125.55,Cancelled,3.4,4
ORD000179,CUST06610,2023-01-03 13:19:16.415128,Grocery,Grocery Product 30,East,Credit Card,1,875.98,10,788.38,Delivered,4.9,11
ORD000180,CUST02875,2023-01-03 14:01:19.345586,Clothing,Clothing Product 50,South,Net Banking,1,2441.72,5,2319.63,Delivered,4.3,6
ORD000181,CUST02364,2023-01-03 14:01:19.345586,Sports,Sports Product 2,East,COD,3,7399.13,20,17757.91,Delivered,1.0,11
ORD000182,CUST13483,2023-01-03 14:22:20.810816,Electronics,Electronics Product 67,North,Debit Card,4,54032.48,0,216129.92,Returned,2.9,2
ORD000183,CUST01142,2023-01-03 14:22:20.810816,Home & Kitchen,Home & Kitchen Product 31,South,UPI,1,14767.23,5,14028.87,Delivered,4.4,4
ORD000184,CUST06640,2023-01-03 14:22:20.810816,Clothing,Clothing Product 44,North,Credit Card,4,672.41,15,2286.19,Delivered,4.1,8
ORD000185,CUST03429,2023-01-03 14:43:22.276045,Sports,Sports Product 22,Central,UPI,1,4265.16,0,4265.16,Delivered,3.5,5
ORD000186,CUST04291,2023-01-03 15:25:25.206504,Electronics,Electronics Product 25,South,Credit Card,1,27474.56,10,24727.1,Delivered,4.8,13
ORD000187,CUST12643,2023-01-03 16:07:28.136962,Clothing,Clothing Product 28,East,UPI,1,4336.03,5,4119.23,Delivered,4.0,7
ORD000188,CUST06668,2023-01-03 16:07:28.136962,Electronics,Electronics Product 76,North,Net Banking,3,20268.18,15,51683.86,Cancelled,2.6,2
ORD000189,CUST05415,2023-01-03 16:28:29.602192,Beauty,Beauty Product 11,West,COD,1,692.1,10,622.89,Delivered,4.0,8
